Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Tamilaga Vettri Kazhagam,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Puthiya Tamilagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Part No,Location and Name of Building in which Polling Station Located,Polling Area,Polling Station Type,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Tamilaga Vettri Kazhagam_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Puthiya Tamilagam_Rank,Independent_Rank,Margin_Percentage,Total_Independent_Votes,AIADMK_share_pct,NTK_share_pct,DMK_share_pct,TVK_share_pct,NIP_share_pct,AIPTMK_share_pct,PT_share_pct,IND_share_pct,Cluster_ID
264,165,58,238,255,0,0,0,3,0,0,0,0,0,1,1,719,0,1,720,0,264,"T.N.D.T.A .Middle School West Building, V.Kalukasalapuram Veppalodai","1.Veppalodai (R.V) And (P) V.Kalukachalapuram Block 3 , 2.Veppalodai (R.V) And (P) Malaiyan Block 4 , 3.Veppalodai (R.V) And
(P) Venkatachalapuram Block 7 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,255,238,17,Dravida Munnetra Kazhagam,3,4,2,1,6,6,6,5,2.364394993045897,3,22.94853963838665,8.066759388038943,33.10152990264255,35.46592489568845,0.0,0.0,0.0,0.4172461752433936,1
265,179,113,363,305,2,2,15,11,0,1,0,0,0,4,3,990,0,4,994,0,265,V.P.S.G Primary  School V.Pandiapuram Veppalodai,"1.Veppalodai (R.V) And (P) Veppalodai Block 5 , 2.Veppalodai (R.V) And (P) Veppalodai Block 6 , 3.Veppalodai (R.V) And (P) North
Kalmaydu Block 8 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,363,305,58,Tamilaga Vettri Kazhagam,3,4,1,2,7,7,5,6,5.858585858585859,11,18.08080808080808,11.41414141414141,36.66666666666666,30.80808080808081,0.202020202020202,0.202020202020202,1.515151515151515,1.111111111111111,1
266,120,112,105,117,0,0,3,7,0,0,2,0,0,3,2,464,0,0,464,0,266,"Hindu Nadar  Middle School South
Building, Panaiyur","1.Kulathur  South (R.V), Kulathur  (P) Mettupanaiur north street block
4 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,120,117,3,Tamilaga Vettri Kazhagam,1,3,4,2,7,7,6,5,0.646551724137931,7,25.86206896551724,24.13793103448276,22.62931034482759,25.21551724137931,0.0,0.0,0.646551724137931,1.508620689655172,0
267,166,140,176,240,0,2,14,5,0,0,1,1,0,0,0,743,0,3,746,0,267,"Hindu Nadar  Middle School North Building, Panaiyur","1.Kulathur  South (R.V), Kulathur  (P) Mettu Panaiur South Street
Block 4 , 2.Kulathur  South (R.V), Kulathur  (P) SouthPanaiur East Street Block 4 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,240,176,64,Dravida Munnetra Kazhagam,3,4,2,1,8,7,5,6,8.613728129205922,5,22.34185733512786,18.84253028263795,23.68775235531628,32.3014804845222,0.0,0.2691790040376851,1.884253028263795,0.6729475100942126,0
268,62,20,158,97,1,2,3,3,0,0,0,0,2,0,1,346,0,0,346,0,268,"Panchayat  Union Primary  School, Inamkallurani","1.Vaippar Part  1 (R.V) Vaippar  (P) Vepalodai factory Block 6 , 2.Kallurani (R.V), Vaippar  (P) Innamkallurani Block 7 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,158,97,61,Tamilaga Vettri Kazhagam,3,4,1,2,8,7,5,5,17.63005780346821,3,17.91907514450867,5.780346820809249,45.66473988439306,28.03468208092486,0.2890173410404624,0.5780346820809248,0.8670520231213872,0.8670520231213872,3
269,206,49,169,168,1,6,0,3,0,0,0,1,1,0,0,602,0,2,604,0,269,"Panchayat  Union Primary  School, Old Building , Vaippar","1.Vaippar Part  1 (R.V), Vaippar  (P) Vaippar  Block 1 , 2.Vaippar  Part  1 (R.V), Vaippar  (P) Sri Ramapuram Block 3 999.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,206,169,37,Dravida Munnetra Kazhagam,1,4,2,3,7,5,8,6,6.146179401993355,3,34.21926910299003,8.13953488372093,28.07308970099668,27.90697674418605,0.1661129568106312,0.9966777408637874,0.0,0.4983388704318937,1
270,178,2,153,119,0,0,0,2,0,0,1,0,1,0,0,454,0,0,454,0,270,"Panchayat  Union Primary  School, New
Building, West face, Vaippar","1.Vaippar Part  1 (R.V), Vaippar  (P) Vaippar  Block 2 , 999.OVERSEAS
ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,178,153,25,Dravida Munnetra Kazhagam,1,4,2,3,6,6,6,4,5.506607929515418,2,39.20704845814978,0.4405286343612335,33.70044052863436,26.21145374449339,0.0,0.0,0.0,0.4405286343612335,2
271,163,75,186,204,1,1,48,4,0,0,2,0,0,1,0,682,0,1,683,0,271,"Panchayat  Union Primary  School South Building, Kalaiganapuram","1.Vaippar Part  1 (R.V), Vaippar  (P) Kalaignnapuram Block 1 ,
2.Vaippar Part  1(R.V), Vaippar  (P) Thulukkankulam Block 5 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,204,186,18,Dravida Munnetra Kazhagam,3,4,2,1,7,7,5,6,2.639296187683284,4,23.90029325513197,10.99706744868035,27.27272727272727,29.91202346041056,0.1466275659824047,0.1466275659824047,7.038123167155426,0.5865102639296188,0
272,81,64,305,410,0,1,21,4,0,0,2,0,0,1,1,886,0,1,887,0,272,"St.Louis R.C.  Higher  Secondary  School North west Building west  side, Keelavaippar","1.Vaippar Part  2 (R.V), KeelaVaippar  (P) Chipikulam Block 3 ,
2.Vaippar Part  2 (R.V), KeelaVaippar  (P) Chipikulam Block 3 ,
3.Vaippar Part  2 (R.V), KeelaVaippar  (P) Ahamadpuram Block 3 ,
4.Vaippar Part  2 (R.V), KeelaVaippar  (P) Kundaperumalpuram Block 3 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,410,305,105,Dravida Munnetra Kazhagam,3,4,2,1,8,7,5,6,11.8510158013544,4,9.142212189616252,7.223476297968396,34.42437923250564,46.27539503386004,0.0,0.1128668171557562,2.370203160270881,0.4514672686230248,1
273,38,38,324,348,0,1,0,1,1,0,0,0,0,0,0,750,0,0,750,0,273,"St.Louis R.C.  Higher  Secondary  School North Building East  Side, Keelavaippar","1.Vaippar Part  2 (R.V), KeelaVaippar  (P) Church Street Block 1 ,
2.Vaippar Part  2 (R.V), KeelaVaippar  (P) West Street Block 2 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,348,324,24,Dravida Munnetra Kazhagam,3,3,2,1,7,5,7,5,3.2,1,5.066666666666666,5.066666666666666,43.2,46.40000000000001,0.0,0.1333333333333333,0.0,0.1333333333333333,1
274,16,29,241,385,1,0,1,7,0,0,1,0,2,2,1,680,0,1,681,0,274,"St.Louis R.C.  Higher  Secondary  School North Building West Side, Keelavaippar","1.Vaippar Part  2 (R.V), KeelaVaippar  (P) Water  Tank Street Block 1 ,
2.Vaippar Part  2 (R.V), Keelavaippar  (P) Singaravelar  Colony Block 2 ,
3.Vaippar Part  2 (R.V), Keelavaippar  (P) Beach Road Street Block 3 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,385,241,144,Dravida Munnetra Kazhagam,4,3,2,1,6,8,6,5,21.17647058823529,7,2.352941176470588,4.264705882352941,35.44117647058824,56.61764705882353,0.1470588235294118,0.0,0.1470588235294118,1.029411764705882,1
